,lat,lng,views,dbscan
802,50.314133,-96.683291,605,1
803,58.738544,-93.817837,757,28
804,62.549869,-113.353409,26,8
805,65.046988,-147.437302,212,4
806,48.333072,-68.849495,6680,73
807,48.333072,-68.849495,578,73
808,64.960633,-148.382501,431,4
809,64.960497,-148.382523,16156,4
810,64.955641,-148.370087,1134,4
811,58.737113,-93.817267,706,28
812,58.737113,-93.817267,694,28
813,58.737219,-93.817509,757,28
814,58.737669,-93.817225,594,28
815,65.061483,-146.151884,97,54
816,65.061483,-146.151884,66,54
817,65.0275,-146.029723,66,54
818,65.0275,-146.029723,79,54
819,65.0275,-146.029723,69,54
820,65.0275,-146.029723,87,54
821,65.019216,-147.481895,83,4
822,51.82436,-114.633836,1341,-1
823,51.539527,-113.919425,191,58
824,51.583316,-113.919528,177,58
825,51.583316,-113.919528,222,58
826,50.344453,-122.478868,2753,74
827,48.460201,-89.201152,970,75
828,55.780893,-97.858357,177,56
829,55.780893,-97.858357,123,56
830,55.780893,-97.858357,113,56
831,55.780893,-97.858357,90,56
832,55.780893,-97.858357,95,56
833,55.780893,-97.858357,165,56
834,55.780893,-97.858357,132,56
835,55.780893,-97.858357,121,56
836,55.780893,-97.858357,96,56
837,55.780893,-97.858357,101,56
838,41.085044,-89.656237,1651,76
839,41.085044,-89.656237,2955,76
840,41.085044,-89.656237,1541,76
841,43.683661,-79.621048,140,41
842,43.682188,-79.620803,126,41
843,61.731886,-148.74978,87,0
844,61.731886,-148.74978,85,0
845,49.718109,-123.148164,2743,22
846,51.489025,-78.741652,671,38
847,61.314182,-149.486587,183,30
848,60.850005,-148.995028,2012,3
849,43.368804,-86.192638,600,77
850,61.069788,-149.82442,317,30
851,44.460265,-110.827503,429,-1
852,55.780893,-97.858357,100,56
853,55.780893,-97.858357,118,56
854,46.548527,-86.447424,889,78
855,46.473719,-86.537592,1248,78
856,44.619745,-80.896453,3725,47
857,41.017639,-89.645283,1219,76
858,45.757957,-84.963916,786,67
859,53.777502,-114.655606,163,-1
860,47.237025,-71.251231,658,61
861,47.051497,-71.429639,456,61
862,45.293486,-76.174607,4053,16
863,47.051494,-71.429623,18346,61
864,47.051494,-71.429634,8457,61
865,45.005693,-74.894446,230,-1
866,50.169902,-97.128903,327,1
867,50.169902,-97.128903,362,1
868,50.169902,-97.128903,368,1
869,50.169902,-97.128903,355,1
870,50.169902,-97.128903,285,1
871,50.169902,-97.128903,294,1
872,50.169902,-97.128903,317,1
873,50.169902,-97.128903,304,1
874,48.572426,-123.366723,866,49
875,53.447567,-117.807404,309,-1
876,47.275885,-88.528778,288,7
877,51.488905,-78.741502,415,38
878,51.488905,-78.741502,428,38
879,51.488905,-78.741502,393,38
880,51.488905,-78.741502,381,38
881,51.488905,-78.741502,390,38
882,51.477734,-78.702235,364,38
883,51.488905,-78.741502,376,38
884,51.477734,-78.702235,367,38
885,51.477734,-78.702235,356,38
886,51.477734,-78.702235,352,38
887,51.477734,-78.702235,350,38
888,51.945719,-114.480221,2474,-1
889,51.416713,-113.993198,155,58
890,60.922179,-149.642672,90,30
891,62.519888,-113.738429,5297,8
892,51.202446,-113.399784,352,-1
893,47.275885,-88.528778,420,7
894,47.275885,-88.528778,269,7
895,49.557003,-123.237022,2696,22
896,64.85789,-147.854433,1419,4
897,64.857927,-147.854239,1407,4
898,48.880931,-121.433526,1319,-1
899,51.327544,-116.181114,78693,70
900,48.069894,-90.601598,5320,-1
901,52.384536,-106.195759,352,-1
902,47.905347,-89.758298,15743,-1
903,47.389095,-88.276531,2974,7
904,52.13597,-106.640242,219,-1
905,47.275885,-88.528778,308,7
906,44.609626,-80.943982,12302,47
907,51.380325,-78.491907,364,38
908,51.380325,-78.491907,357,38
909,51.380325,-78.491907,399,38
910,51.380325,-78.491907,347,38
911,51.380325,-78.491907,332,38
912,51.38062,-78.491714,365,38
913,51.38062,-78.491714,339,38
914,51.38062,-78.491714,342,38
915,51.38062,-78.491714,364,38
916,51.38062,-78.491714,338,38
917,51.38062,-78.491714,344,38
918,51.38062,-78.491714,638,38
919,51.38062,-78.491714,336,38
920,51.38062,-78.491714,356,38
921,51.38062,-78.491714,343,38
922,51.38066,-78.491735,805,38
923,51.38062,-78.491714,352,38
924,51.38062,-78.491714,354,38
925,51.38062,-78.491714,336,38
926,47.275885,-88.528778,249,7
927,47.275885,-88.528778,648,7
928,47.275885,-88.528778,527,7
929,47.275885,-88.528778,226,7
930,47.275885,-88.528778,216,7
931,47.275885,-88.528778,223,7
932,47.275885,-88.528778,496,7
933,47.275885,-88.528778,239,7
934,47.275885,-88.528778,237,7
935,47.275885,-88.528778,245,7
936,47.275885,-88.528778,274,7
937,47.275885,-88.528778,284,7
938,47.275885,-88.528778,290,7
939,47.275885,-88.528778,290,7
940,47.275885,-88.528778,316,7
941,47.275885,-88.528778,852,7
942,41.084656,-89.655625,793,76
943,64.952063,-148.097303,969,4
944,64.952063,-148.097303,298,4
945,64.952063,-148.097303,289,4
946,64.952063,-148.097303,239,4
947,64.952063,-148.097303,250,4
948,62.381347,-114.299964,1080,8
949,62.128247,-146.472709,31,79
950,62.128247,-146.472709,44,79
951,62.128247,-146.472709,122,79
952,62.128247,-146.472709,105,79
953,62.128247,-146.472709,73,79
954,62.128247,-146.472709,82,79
955,62.128247,-146.472709,73,79
956,40.660485,-89.389856,1170,80
957,40.660485,-89.389856,1097,80
958,47.051497,-71.429639,989,61
959,47.051497,-71.429639,725,61
960,45.423817,-75.698375,813,16
961,61.105269,-149.682884,259,30
962,61.103691,-149.683314,306,30
963,61.401808,-149.564738,4914,30
964,61.401711,-149.564502,76986,30
965,52.915951,-118.089129,4157,50
966,49.557003,-123.237022,2453,22
967,45.960861,-93.313837,7667,81
968,40.728234,-89.415171,969,80
969,47.474867,-87.897545,1305,7
970,47.464438,-87.969996,1626,7
971,47.464438,-87.969996,1531,7
972,48.064222,-88.644026,866,82
973,48.064222,-88.644026,1021,82
974,48.064222,-88.644026,1059,82
975,48.063338,-88.643962,1011,82
976,48.057961,-121.79762,169,83
977,48.057961,-121.79762,121,83
978,48.057961,-121.79762,202,83
979,55.623101,-97.959058,102,56
980,55.623101,-97.959058,70,56
981,55.623101,-97.959058,75,56
982,55.623101,-97.959058,68,56
983,55.623101,-97.959058,65,56
984,54.832427,-112.062795,81,-1
985,48.798751,-98.365273,249,-1
986,53.525041,-113.151969,50,26
987,53.525041,-113.151969,52,26
988,48.653906,-116.852806,3449,-1
989,48.653906,-116.852806,3547,-1
990,51.484696,-78.737125,609,38
991,51.484696,-78.737125,325,38
992,51.488666,-78.750666,718,38
993,51.488666,-78.750666,318,38
994,51.488666,-78.750666,523,38
995,51.488666,-78.750666,279,38
996,47.445791,-88.216751,594,7
997,49.816222,-103.743125,597,48
998,46.815972,-71.204173,420,61
999,46.815838,-71.204203,407,61
1000,51.484095,-78.724465,400,38
1001,51.484095,-78.724465,294,38
1002,51.484095,-78.724465,290,38
1003,51.484095,-78.724465,353,38
1004,51.484095,-78.724465,714,38
1005,51.488651,-78.741245,303,38
1006,51.488651,-78.741245,304,38
1007,51.488651,-78.741245,286,38
1008,51.488651,-78.741245,417,38
1009,43.028611,-89.848358,9434,84
1010,40.460833,-79.924501,531,-1
1011,51.490286,-78.747756,361,38
1012,51.49028,-78.747762,307,38
1013,51.490266,-78.7477,331,38
1014,51.490272,-78.747695,270,38
1015,48.65039,-123.394424,113,49
1016,48.65039,-123.394424,134,49
1017,44.942938,-79.513331,580,60
1018,44.942938,-79.513331,850,60
1019,45.07249,-93.713893,1262,-1
1020,48.055566,-121.795227,116,83
1021,48.057961,-121.79762,116,83
1022,48.057961,-121.79762,118,83
1023,48.057961,-121.79762,131,83
1024,48.057961,-121.79762,147,83
1025,48.057961,-121.79762,126,83
1026,48.057961,-121.79762,117,83
1027,48.057961,-121.79762,128,83
1028,48.057961,-121.79762,113,83
1029,48.057961,-121.79762,113,83
1030,48.057961,-121.79762,119,83
1031,48.057961,-121.79762,135,83
1032,48.057961,-121.79762,129,83
1033,48.057961,-121.79762,119,83
1034,48.057961,-121.79762,113,83
1035,48.057961,-121.79762,115,83
1036,48.057961,-121.79762,129,83
1037,48.057961,-121.79762,155,83
1038,48.057961,-121.79762,132,83
1039,48.057961,-121.79762,111,83
1040,48.057961,-121.79762,129,83
1041,48.057961,-121.79762,115,83
1042,44.609626,-80.943982,2494,47
1043,48.057961,-121.79762,112,83
1044,48.057961,-121.79762,114,83
1045,48.057961,-121.79762,127,83
1046,48.057961,-121.79762,115,83
1047,48.057961,-121.79762,111,83
1048,48.057961,-121.79762,109,83
1049,48.057961,-121.79762,123,83
1050,43.028611,-89.848358,2034,84
1051,48.057961,-121.79762,126,83
1052,48.057961,-121.79762,136,83
1053,48.057961,-121.79762,126,83
1054,48.057961,-121.79762,114,83
1055,48.057961,-121.79762,114,83
1056,48.057961,-121.79762,111,83
1057,48.057961,-121.79762,136,83
1058,48.057961,-121.79762,118,83
1059,49.557003,-123.237022,3220,22
1060,47.041005,-121.596539,848,-1
1061,48.057961,-121.79762,132,83
1062,43.038316,-89.199587,108,85
1063,43.038316,-89.199587,104,85
1064,43.038316,-89.199587,119,85
1065,43.038316,-89.199587,110,85
1066,43.038316,-89.199587,100,85
1067,43.038316,-89.199587,111,85
1068,43.038316,-89.199587,114,85
1069,45.960927,-93.31402,1733,81
1070,43.028611,-89.848358,1267,84
1071,43.028611,-89.848358,1786,84
1072,43.028611,-89.848358,2451,84
1073,45.960927,-93.31402,1779,81
1074,43.028611,-89.848358,1989,84
1075,49.816055,-103.743275,853,48
1076,45.960927,-93.31402,2003,81
1077,45.960927,-93.31402,1705,81
1078,46.125249,-111.393151,5389,-1
1079,44.988347,-94.343034,209,86
1080,44.988347,-94.343034,139,86
1081,44.988347,-94.343034,133,86
1082,44.988347,-94.343034,121,86
1083,44.988347,-94.343034,113,86
1084,43.028611,-89.848358,1576,84
1085,44.988347,-94.343034,109,86
1086,44.988347,-94.343034,107,86
1087,44.988347,-94.343034,108,86
1088,44.988347,-94.343034,103,86
1089,44.988347,-94.343034,106,86
1090,44.988347,-94.343034,100,86
1091,44.988347,-94.343034,101,86
1092,49.814172,-103.734498,905,48
1093,44.988347,-94.343034,107,86
1094,49.814172,-103.734498,519,48
1095,44.988347,-94.343034,105,86
1096,44.988347,-94.343034,126,86
1097,45.960927,-93.31402,1956,81
1098,44.988347,-94.343034,102,86
1099,44.988347,-94.343034,101,86
1100,44.988347,-94.343034,113,86
1101,44.988347,-94.343034,106,86
1102,49.814172,-103.734498,540,48
1103,45.210509,-92.922888,331,87
1104,49.814172,-103.734498,619,48
1105,43.028611,-89.848358,705,84
1106,49.813355,-103.745228,535,48
1107,49.813383,-103.745228,618,48
1108,49.816111,-103.743231,935,48
1109,49.815627,-103.744606,537,48
1110,43.028611,-89.848358,966,84
1111,49.815586,-103.743917,652,48
1112,49.81578,-103.744734,654,48
1113,44.27084,-71.303372,913,-1
1114,44.27084,-71.303372,831,-1
1115,45.396503,-92.982949,1281,87
1116,45.396503,-92.982949,1311,87
1117,45.396503,-92.982949,1475,87
1118,45.396503,-92.982949,2624,87
1119,45.396503,-92.982949,3375,87
1120,43.442045,-111.377484,1884,-1
1121,43.752988,-81.640923,883,-1
1122,43.753319,-81.640864,857,-1
1123,55.623101,-97.959058,144,56
1124,55.623101,-97.959058,133,56
1125,55.623101,-97.959058,145,56
1126,55.623101,-97.959058,137,56
1127,55.623101,-97.959058,134,56
1128,55.623101,-97.959058,122,56
1129,55.623101,-97.959058,101,56
1130,55.623101,-97.959058,141,56
1131,55.623101,-97.959058,180,56
1132,55.623101,-97.959058,125,56
1133,55.623101,-97.959058,336,56
1134,55.623101,-97.959058,303,56
1135,55.623101,-97.959058,90,56
1136,55.623101,-97.959058,127,56
1137,55.623101,-97.959058,107,56
1138,55.623101,-97.959058,1278,56
1139,55.623101,-97.959058,124,56
1140,55.623101,-97.959058,115,56
1141,55.623101,-97.959058,137,56
1142,55.623101,-97.959058,106,56
1143,55.623101,-97.959058,105,56
1144,55.623101,-97.959058,106,56
1145,55.623101,-97.959058,117,56
1146,55.623101,-97.959058,103,56
1147,52.447679,-116.191105,289,-1
1148,46.75421,-112.018339,884,72
1149,45.045555,-109.407713,680,-1
1150,45.045555,-109.407713,244,-1
1151,45.424999,-75.698955,549,16
1152,55.623101,-97.959058,884,56
1153,55.623101,-97.959058,705,56
1154,55.623101,-97.959058,528,56
1155,55.623101,-97.959058,231,56
1156,55.623101,-97.959058,223,56
1157,55.623101,-97.959058,157,56
1158,55.623101,-97.959058,353,56
1159,55.623101,-97.959058,172,56
1160,55.623101,-97.959058,153,56
1161,55.623101,-97.959058,164,56
1162,55.623101,-97.959058,165,56
1163,55.623101,-97.959058,168,56
1164,55.623101,-97.959058,557,56
1165,55.623101,-97.959058,150,56
1166,55.623101,-97.959058,138,56
1167,51.488166,-78.751333,332,38
1168,51.488166,-78.751333,328,38
1169,51.488166,-78.751333,300,38
1170,51.488166,-78.751333,286,38
1171,51.488166,-78.751333,275,38
1172,51.488166,-78.751333,272,38
1173,45.244119,-81.528435,1522,51
1174,45.244119,-81.528435,1741,51
1175,45.244119,-81.528435,1309,51
1176,41.084187,-89.657117,726,76
1177,41.084187,-89.657117,964,76
1178,41.084187,-89.657117,665,76
1179,50.162255,-97.081893,359,1
1180,41.085157,-89.656226,882,76
1181,41.085157,-89.656226,1077,76
1182,50.639636,-114.511957,158,88
1183,50.639636,-114.511957,148,88
1184,50.639636,-114.511957,146,88
1185,50.639636,-114.511957,143,88
1186,50.639636,-114.511957,129,88
1187,50.639636,-114.511957,114,88
1188,50.639636,-114.511957,111,88
1189,50.639636,-114.511957,108,88
1190,50.639636,-114.511957,117,88
1191,50.162255,-97.081893,430,1
1192,50.162255,-97.081893,354,1
1193,55.780893,-97.858357,270,56
1194,55.780893,-97.858357,177,56
1195,55.780893,-97.858357,208,56
1196,55.780893,-97.858357,211,56
1197,50.162255,-97.081893,120,1
1198,55.780893,-97.858357,397,56
1199,55.780893,-97.858357,170,56
1200,55.780893,-97.858357,2044,56
1201,55.780893,-97.858357,141,56
1202,55.780893,-97.858357,126,56
1203,55.780893,-97.858357,189,56
1204,40.877617,-89.690494,1113,76
1205,40.877617,-89.690494,963,76
1206,55.780893,-97.858357,163,56
1207,50.639636,-114.511957,107,88
1208,50.639636,-114.511957,109,88
1209,50.639636,-114.511957,210,88
1210,53.480847,-113.612323,1412,26
1211,51.484696,-78.737125,957,38
1212,51.484696,-78.737125,533,38
1213,51.484696,-78.737125,311,38
1214,51.484696,-78.737125,381,38
1215,51.484696,-78.737125,402,38
1216,51.484696,-78.737125,415,38
1217,51.484696,-78.737125,291,38
1218,51.484696,-78.737125,273,38
1219,51.484696,-78.737125,436,38
1220,51.488666,-78.750666,376,38
1221,51.488666,-78.750666,301,38
1222,51.488666,-78.750666,359,38
1223,51.488666,-78.750666,321,38
1224,51.482936,-78.738945,313,38
1225,51.482936,-78.738945,292,38
1226,51.482936,-78.738945,579,38
1227,50.945544,-112.835876,1625,89
1228,50.945544,-112.835876,1072,89
1229,50.945544,-112.835876,1331,89
1230,50.945544,-112.835876,1508,89
1231,49.724395,-118.911874,573,-1
1232,46.726783,-92.102398,9053,-1
1233,53.895161,-115.072831,67,-1
1234,60.938844,-149.23975,210,3
1235,67.93425,-149.816523,7617,-1
1236,50.162255,-97.081893,2571,1
1237,50.162255,-97.081893,1948,1
1238,50.039777,-95.513087,1164,-1
1239,50.162255,-97.081893,562,1
1240,50.162255,-97.081893,260,1
1241,50.162255,-97.081893,318,1
1242,50.214412,-95.926136,1503,59
1243,45.602959,-123.040223,130,-1
1244,65.017561,-146.218173,128,54
1245,65.017561,-146.218173,130,54
1246,65.017561,-146.218173,126,54
1247,65.017561,-146.218173,91,54
1248,65.017561,-146.218173,93,54
1249,65.017561,-146.218173,98,54
1250,65.017561,-146.218173,92,54
1251,65.017561,-146.218173,135,54
1252,65.017561,-146.218173,101,54
1253,65.017561,-146.218173,86,54
1254,65.017561,-146.218173,95,54
1255,65.017561,-146.218173,94,54
1256,65.017561,-146.218173,90,54
1257,65.017561,-146.218173,90,54
1258,65.017561,-146.218173,94,54
1259,65.017561,-146.218173,93,54
1260,65.017561,-146.218173,91,54
1261,65.017561,-146.218173,93,54
1262,65.017561,-146.218173,87,54
1263,65.017561,-146.218173,135,54
1264,65.017561,-146.218173,84,54
1265,65.017561,-146.218173,83,54
1266,65.017561,-146.218173,84,54
1267,65.017561,-146.218173,95,54
1268,65.017561,-146.218173,94,54
1269,65.017561,-146.218173,95,54
1270,65.017561,-146.218173,92,54
1271,65.017561,-146.218173,96,54
1272,65.017561,-146.218173,91,54
1273,65.017561,-146.218173,207,54
1274,65.017561,-146.218173,197,54
1275,65.017561,-146.218173,313,54
1276,65.017561,-146.218173,170,54
1277,65.017561,-146.218173,107,54
1278,65.017561,-146.218173,153,54
1279,65.017561,-146.218173,116,54
1280,65.017561,-146.218173,103,54
1281,65.017561,-146.218173,108,54
1282,65.017561,-146.218173,134,54
1283,65.017561,-146.218173,215,54
1284,65.017561,-146.218173,1119,54
1285,65.017561,-146.218173,140,54
1286,65.017561,-146.218173,111,54
1287,65.017561,-146.218173,107,54
1288,65.017561,-146.218173,446,54
1289,65.017561,-146.218173,115,54
1290,65.017561,-146.218173,121,54
1291,65.017561,-146.218173,133,54
1292,65.017561,-146.218173,129,54
1293,65.017561,-146.218173,134,54
1294,65.017561,-146.218173,133,54
1295,65.017561,-146.218173,138,54
1296,65.017561,-146.218173,737,54
1297,65.017561,-146.218173,204,54
1298,65.017561,-146.218173,210,54
1299,65.017561,-146.218173,207,54
1300,65.017561,-146.218173,456,54
1301,65.053861,-146.057492,138,54
1302,65.053861,-146.057492,140,54
1303,54.597442,-112.708643,344,-1
1304,43.367509,-86.185993,1450,77
1305,64.883086,-146.733012,1220,4
1306,65.024009,-146.200819,881,54
1307,61.10318,-149.684581,214,30
1308,61.10318,-149.684581,304,30
1309,51.236944,-115.488612,11621,52
1310,51.236897,-115.488542,14437,52
1311,67.811361,-115.198517,889,19
1312,61.465202,-148.793448,3409,0
1313,55.780893,-97.858357,51,56
1314,55.780893,-97.858357,48,56
1315,55.780893,-97.858357,44,56
1316,55.780893,-97.858357,43,56
1317,55.780893,-97.858357,42,56
1318,55.780893,-97.858357,43,56
1319,55.780893,-97.858357,45,56
1320,55.780893,-97.858357,47,56
1321,55.780893,-97.858357,43,56
1322,55.780893,-97.858357,43,56
1323,55.780893,-97.858357,43,56
1324,61.217375,-149.893975,1693,30
1325,61.217375,-149.893975,1481,30
1326,67.811919,-115.199064,1258,19
1327,67.81193,-115.199073,1092,19
1328,48.430919,-89.237571,1252,75
1329,55.780893,-97.858357,37,56
1330,55.780893,-97.858357,37,56
1331,55.780893,-97.858357,36,56
1332,55.780893,-97.858357,47,56
1333,55.780893,-97.858357,38,56
1334,55.780893,-97.858357,42,56
1335,55.780893,-97.858357,38,56
1336,55.780893,-97.858357,36,56
1337,55.780893,-97.858357,34,56
1338,55.780893,-97.858357,34,56
1339,65.053902,-146.059675,173,54
1340,62.863778,-149.731099,753,-1
1341,62.863778,-149.731099,985,-1
1342,64.95373,-148.362231,179,4
1343,64.95373,-148.362231,151,4
1344,64.95373,-148.362231,151,4
1345,64.95373,-148.362231,136,4
1346,64.95373,-148.362231,139,4
1347,64.95373,-148.362231,131,4
1348,64.95373,-148.362231,126,4
1349,54.293624,-110.452251,285,-1
1350,46.761627,-89.893119,2971,90
1351,46.761627,-89.893119,3023,90
1352,46.761627,-89.893119,1484,90
1353,46.427574,-94.483997,752,-1
1354,51.483066,-78.739114,654,38
1355,51.483066,-78.739114,490,38
1356,51.483066,-78.739114,517,38
1357,51.483066,-78.739114,534,38
1358,46.461133,-86.727747,12210,78
1359,46.461133,-86.727747,570,78
1360,46.461133,-86.727747,586,78
1361,46.461133,-86.727747,574,78
1362,46.461133,-86.727747,631,78
1363,46.461133,-86.727747,605,78
1364,46.461133,-86.727747,612,78
1365,46.461133,-86.727747,601,78
1366,46.461133,-86.727747,543,78
1367,46.461133,-86.727747,537,78
1368,46.461133,-86.727747,547,78
1369,46.461133,-86.727747,608,78
1370,46.461133,-86.727747,540,78
1371,46.461133,-86.727747,519,78
1372,46.461133,-86.727747,590,78
1373,46.461133,-86.727747,543,78
1374,46.461133,-86.727747,540,78
1375,46.461133,-86.727747,519,78
1376,46.461133,-86.727747,496,78
1377,46.461133,-86.727747,511,78
1378,46.461133,-86.727747,514,78
1379,46.461133,-86.727747,521,78
1380,46.461133,-86.727747,520,78
1381,46.461133,-86.727747,516,78
1382,46.461133,-86.727747,507,78
1383,50.019804,-99.888725,311,42
1384,46.461133,-86.727747,526,78
1385,46.461133,-86.727747,517,78
1386,46.461133,-86.727747,545,78
1387,62.595227,-150.240526,3572,18
1388,46.825601,-89.642933,2643,90
1389,62.686544,-131.07957,12194,91
1390,62.686419,-131.079681,6821,91
1391,60.801711,-137.485656,4783,-1
1392,62.686511,-131.079609,11927,91
1393,62.686527,-131.079503,10578,91
1394,61.166666,-135.166673,1850,31
1395,62.762958,-131.035339,5973,91
1396,50.17413,-97.013572,3032,1
1397,50.17413,-97.013572,994,1
1398,50.17413,-97.013572,2011,1
1399,56.9,-125,546,-1
1400,69.117619,-105.05365,1858,-1
1401,54.08883,-122.355392,257,-1
1402,43.675491,-83.123573,2764,-1
1403,51.488651,-78.741245,686,38
1404,51.488651,-78.741245,571,38
1405,51.488651,-78.741245,794,38
1406,51.488651,-78.741245,562,38
1407,51.488651,-78.741245,547,38
1408,51.488651,-78.741245,595,38
1409,51.488651,-78.741245,491,38
1410,51.488651,-78.741245,943,38
1411,51.488651,-78.741245,639,38
1412,51.488651,-78.741245,736,38
1413,68.451496,-149.372885,6130,-1
1414,40.912734,-73.255569,11654,-1
1415,50.019804,-99.888725,705,42
1416,40.704391,-110.888817,6112,-1
1417,45.37381,-93.216891,314,87
1418,47.174505,-71.371178,4008,61
1419,45.37381,-93.216891,379,87
1420,42.079363,-70.217948,13474,-1
1421,42.079533,-70.218606,3632,-1
1422,42.766564,-71.300432,1560,-1
1423,47.174916,-71.370275,3796,61
1424,45.392166,-68.294458,4895,-1
1425,47.051133,-71.430122,928,61
1426,49.816472,-103.742459,2592,48
1427,47.051483,-71.429687,366,61
1428,44.449488,-68.015034,599,11
1429,44.449488,-68.015034,849,11
1430,44.449488,-68.015034,956,11
1431,44.449488,-68.015034,801,11
1432,44.449488,-68.015034,753,11
1433,44.449488,-68.015034,1769,11
1434,44.449488,-68.015034,1463,11
1435,44.449488,-68.015034,1045,11
1436,64.839529,-147.831022,3058,4
1437,64.839839,-147.831692,2165,4
1438,49.817052,-103.743403,1734,48
1439,65.051658,-147.458695,1832,4
1440,65.051658,-147.458695,504,4
1441,65.308813,-146.71315,1356,-1
1442,50.17413,-97.013572,1637,1
1443,50.17413,-97.013572,1787,1
1444,50.17413,-97.013572,2239,1
1445,40.041086,-82.965778,202,63
1446,40.040757,-82.96463,272,63
1447,40.040757,-82.96463,186,63
1448,40.040757,-82.96463,169,63
1449,40.040757,-82.96463,193,63
1450,40.040749,-82.964168,209,63
1451,40.040708,-82.964844,211,63
1452,40.040708,-82.964844,220,63
1453,40.040708,-82.964844,189,63
1454,40.040708,-82.964844,201,63
1455,40.040708,-82.964844,311,63
1456,40.040708,-82.964844,182,63
1457,40.040503,-82.965145,231,63
1458,53.31775,-111.3135,109,-1
1459,62.552852,-150.242538,170,18
1460,62.552852,-150.242538,102,18
1461,62.552852,-150.242538,122,18
1462,50.455864,-97.068167,2325,1
1463,45.196627,-85.564122,82,92
1464,47.640063,-90.847384,270,93
1465,47.639788,-90.847985,234,93
1466,47.640742,-90.847127,613,93
1467,47.811454,-114.184459,3593,-1
1468,49.154186,-107.49727,3306,94
1469,49.154244,-107.497053,1574,94
1470,49.159811,-107.546659,4978,94
1471,49.159786,-107.546637,2871,94
1472,45.703946,-88.50558,1378,-1
1473,61.12745,-146.350539,5106,-1
1474,61.127472,-146.350509,6959,-1
1475,40.078355,-105.572573,14146,-1
1476,41.866316,-87.608112,2016,-1
1477,50.893425,-112.89042,1466,89
1478,50.893425,-112.89042,994,89
1479,50.893394,-112.890439,1337,89
1480,50.893438,-112.890445,2180,89
1481,50.89335,-112.89052,1910,89
1482,50.893352,-112.890553,1506,89
1483,50.247351,-91.619391,4126,95
1484,50.247351,-91.619391,4134,95
1485,50.247351,-91.619391,2991,95
1486,50.138783,-97.140126,4435,1
1487,49.816291,-103.743381,3976,48
1488,62.58032,-114.358084,107,8
1489,51.483001,-78.739166,703,38
1490,51.483001,-78.739166,686,38
1491,51.483001,-78.739166,683,38
1492,51.483001,-78.739166,628,38
1493,51.483001,-78.739166,910,38
1494,50.147337,-96.979826,1639,1
1495,50.147337,-96.979826,2303,1
1496,50.147337,-96.979826,874,1
1497,50.147337,-96.979826,992,1
1498,50.147337,-96.979826,1692,1
1499,62.552988,-114.34767,231,8
1500,62.553,-114.347656,214,8
1501,62.553022,-114.347623,175,8
1502,62.553005,-114.347645,162,8
1503,62.553013,-114.347659,158,8
1504,62.553013,-114.347659,175,8
1505,62.553016,-114.347656,114,8
1506,62.553016,-114.347656,111,8
1507,62.553016,-114.347656,110,8
1508,62.553022,-114.347656,116,8
1509,62.553022,-114.347656,112,8
1510,62.553016,-114.347659,112,8
1511,62.553013,-114.347673,110,8
1512,62.553013,-114.347675,107,8
1513,62.553075,-114.347528,93,8
1514,62.553075,-114.347528,112,8
1515,62.553066,-114.34755,104,8
1516,62.553066,-114.34755,92,8
1517,62.553041,-114.347553,87,8
1518,62.553041,-114.347553,92,8
1519,62.553047,-114.347556,96,8
1520,62.552994,-114.3477,110,8
1521,62.553005,-114.347678,84,8
1522,62.553002,-114.347695,88,8
1523,62.552966,-114.347673,86,8
1524,62.553005,-114.347662,88,8
1525,62.553008,-114.347659,102,8
1526,62.553008,-114.347659,91,8
1527,62.553008,-114.347659,84,8
1528,62.553008,-114.347634,87,8
1529,62.553008,-114.347631,73,8
1530,62.552994,-114.34765,83,8
1531,62.552994,-114.34765,91,8
1532,62.552994,-114.347648,83,8
1533,62.552994,-114.347675,82,8
1534,62.552991,-114.347675,81,8
1535,62.552988,-114.347675,88,8
1536,62.552988,-114.347675,84,8
1537,62.552986,-114.347673,82,8
1538,62.552986,-114.347675,86,8
1539,62.552983,-114.347675,87,8
1540,62.552983,-114.347675,78,8
1541,62.552983,-114.347675,81,8
1542,62.55298,-114.347681,81,8
1543,62.552983,-114.347678,79,8
1544,62.553013,-114.347681,77,8
1545,62.553013,-114.347681,89,8
1546,62.553013,-114.347678,91,8
1547,62.553,-114.347712,103,8
1548,65.047143,-147.436619,500,4
1549,65.045668,-147.409529,544,4
1550,65.045668,-147.409529,632,4
1551,62.548483,-114.363023,104,8
1552,62.548469,-114.362978,163,8
1553,62.548441,-114.362881,98,8
1554,62.548441,-114.362881,173,8
1555,62.548505,-114.362825,82,8
1556,62.548466,-114.362845,68,8
1557,62.548466,-114.362845,113,8
1558,65.045668,-147.409529,671,4
1559,62.548488,-114.362839,57,8
1560,62.548494,-114.36312,61,8
1561,62.548494,-114.363114,60,8
1562,62.548494,-114.363087,70,8
1563,62.548511,-114.363078,98,8
1564,62.548366,-114.362448,97,8
1565,65.045668,-147.409529,804,4
1566,51.480848,-113.071203,4344,-1
1567,51.482879,-113.138923,4193,-1
1568,51.483001,-78.739166,1295,38
1569,51.483001,-78.739166,1045,38
1570,51.483001,-78.739166,917,38
1571,64.873094,-147.037678,45,4
1572,64.873069,-147.037581,50,4
1573,64.873102,-147.037589,50,4
1574,64.873116,-147.037562,42,4
1575,64.872983,-147.037659,39,4
1576,65.050555,-147.456928,45,4
1577,65.05018,-147.445978,45,4
